mid,gold_diff_rank_0,gold_diff_rank_1,gold_diff_rank_2,gold_diff_rank_3,gold_diff_rank_4
35,0.672048672828,-1.98584199278,-1.34111056705,0.0601150251396,-0.617677391234
36,-0.842647752647,-0.667085580871,-1.31967741953,-0.670527555857,-0.699632821766
37,-0.540260772539,0.0917320672723,-0.209236252719,-0.256527089663,-0.51556898598
38,2.04590732675,1.8958476613,1.30231096056,0.88083682845,0.974407611728
39,0.0810823372734,0.42911588899,-0.432753362583,0.249372381114,0.299954724397
40,-1.26101877992,-1.79051451705,-0.714446158575,-0.087287338648,1.43859779614
41,-0.588587458858,-0.169888369919,0.0877659343595,0.671561867517,0.825947364616
42,0.514641751676,0.295346163186,-0.278638825645,0.471385817929,0.131341502565
43,-1.5606442351,-0.831634181639,-0.20107124414,-0.732400153002,-0.580058505088
44,1.01033547706,-0.050324278714,-0.109214897621,0.0946908882502,0.253602882539
45,0.850167030974,1.82718709407,1.96469728157,1.90355446362,2.07072943655
46,0.593345212252,-0.274063023642,-0.253123173834,0.2648405304,0.282488812972
47,0.854309318373,1.7052553971,-0.513382822305,0.41679234986,-0.494072479611
48,-2.43328611377,-1.86272649292,0.805266063282,0.234814122962,0.257633477483
49,-0.324861827804,-1.69462648351,1.37783728992,1.51503094919,1.26461044771
50,-0.308292678209,-0.806774321091,0.84200860189,0.223895429348,0.0917073189465
51,-2.64730429604,-2.15749341084,-1.75854663068,-2.37384375962,-1.82080998208
52,2.49741665321,1.72182863746,2.00246044625,1.69791906722,1.2337092198
53,1.96030005384,1.81416526236,2.7373112184,0.893575304333,-0.291199200753
54,-0.148124232124,-0.695496850068,-1.63811275413,-1.62227368253,0.424231401844
55,-0.235112267498,0.76768351359,1.18698021437,-0.25379741626,-0.690228100229
56,-0.0210940852291,1.3453793206,1.04001005994,0.802586190884,0.997247649745
57,0.485645739884,-0.657615157805,0.815472324006,1.01004136955,0.450430268981
58,-1.96934992511,-0.0917573796267,0.469480085451,1.53413866301,3.2039983817
59,-2.65973115823,-1.63070112781,-0.589929777738,-0.142790697852,-0.300603922289
60,-0.761182767139,-0.315496124555,-0.312319486035,-0.413028364796,-0.510866625212
61,-1.01386229846,-1.43300604631,-1.10534594432,-1.12092366743,-0.531691365757
62,-0.623106520514,-0.123720057474,-1.78304165642,-0.51311638959,-0.268359162736
63,0.688617822423,1.03403916231,-0.143916184083,-0.330228271557,0.557241035002
64,-1.37562206462,0.535658148479,0.924679313757,0.223895429348,0.62844821235
65,1.23954204646,0.80438140297,0.0336727525204,-1.46031306059,0.000347166877869
66,-2.99525643753,-0.831634181639,-0.884890712672,-1.97440155158,-1.28608438615
67,0.767321282999,0.123694745119,0.696059073531,0.27302955061,0.0594625593929
68,0.377946267517,0.689552523298,0.851194236542,-0.384821739626,-0.814504777676
69,0.713471546816,-0.423222186928,-0.0714517329405,-1.01446640469,-0.870933106895
70,0.574014537724,0.645751816619,0.405180642887,1.053716144,1.69655587256
71,-0.218543117903,0.214847567127,-0.383763311106,1.56962441726,1.57429449259
72,-0.411849863178,-0.78428206631,-2.0575900699,-0.409388800258,-0.500790137852
73,-1.07875813438,-0.689577835652,-1.4503175568,-1.36477449147,-0.348299295796
74,1.06556597571,0.717963792495,-1.05023213641,-1.07815878411,-0.567966720255
75,0.129409023592,-1.37973491657,0.186766663386,0.484124293812,1.27804576419
76,-0.871643764439,0.90737225381,-0.19290623556,0.930880840847,0.60023404774
77,-0.00452493563407,-0.316679927438,0.0214252396512,-0.141880806717,-0.675449252101
78,-0.961393324745,-0.594873604995,-0.126565540852,0.494133096292,0.736602510019
79,-1.79951614176,-1.69817789215,-0.872643199803,-1.04995215894,-1.04357692367
80,-0.86750147704,-0.971322921858,-1.77589727391,-1.86521461544,-1.39289515217
81,1.1111311371,1.43534833973,0.294953027064,0.0655743719465,-1.39491044964
82,1.19397688507,-0.351010211052,-0.251081921689,0.510511136713,-0.0245081686114
83,-0.605156608453,-0.803222912441,-0.807323131167,0.287587808762,0.137387394981
84,-0.309673440675,2.29360543006,1.32986786451,0.162022832203,-0.250221485487
85,1.15393477355,0.928680705708,0.266375497036,0.459557233181,-0.426224131384
86,-0.736329042746,-0.0230968124,0.191869793748,-0.848866218217,-0.544454916414
87,1.15669629848,2.32793571367,1.3043522127,1.04279745039,0.101112040483
88,-0.19368939351,-0.369951057183,-0.529712839464,-1.72873094527,-0.636486834307
89,-0.740471330145,-0.687210229886,0.609305857374,-0.588637353752,-1.36266569009
90,0.676190960227,2.12550542064,2.20454440859,1.40402423078,0.89648277614
91,0.0493248005497,0.830425066401,0.239839219152,0.913592909292,0.441025547444
92,0.133551310991,0.290610951653,2.6076917072,2.87713797752,1.91219270208
93,0.332381106131,-1.84378564679,-1.12167596148,-2.3310788763,-0.31403923877
94,-1.16988845715,-0.430325004227,-1.06247964928,-0.0991159233963,0.642555294655
95,-0.065278484149,-1.08970321018,-1.02879898889,-0.133691786507,-1.03081337301
96,0.125266736193,-0.417303172512,-0.281700703862,-0.710562765774,-0.862871917006
97,0.344807968327,1.08612648918,1.13901078897,1.79163785408,0.95156757371
98,2.24197559695,0.6682440714,0.111240334026,0.84626096534,0.908574560972
99,-0.400803763448,0.052666572126,1.05225757281,-0.210122641804,-2.37434502108
100,-0.113605170468,0.407807437092,0.0479615175345,0.0655743719465,0.98314056744
101,-0.306911915743,-0.786649672076,1.26454779588,0.685210234535,0.584111667964
102,-0.150885757057,0.545128571545,0.529697023724,0.764370763236,0.285847642092
103,-0.324861827804,-0.316679927438,-0.958375789887,-0.0499818021338,-0.858841322062
104,0.0507055630159,0.347433490048,-1.65750464951,-1.28652385391,-0.940796752594
105,0.760417470668,0.519084908114,-0.237813782748,-0.0190455035611,-0.129303637161
106,-0.380092326454,-0.695496850068,-0.0551217157815,-1.22374136563,-0.649922150787
107,0.499453364547,1.42232650801,1.24311464836,1.47954519495,0.996575883921
108,-0.225446930234,-0.22907851408,0.292911774919,0.48776385835,-0.138708358697
109,-0.30415039081,0.925129297058,0.759337890022,0.535078197344,1.32506937187
110,-0.0777053463453,1.32762227735,1.026741921,0.610599161507,0.359741882736
111,-0.098416783339,-0.278798235175,-0.514403448378,0.0928711059812,-0.631112707714
112,0.850167030974,0.288243345887,-0.307216355673,-1.20918310748,-0.232755574062
113,1.42042192954,-0.171072172802,0.548068293028,-1.0463125944,-0.148784846058
114,-1.4543255252,-0.184094004518,0.672584673865,0.49777266083,-0.520943112573
115,0.458030490559,-0.223159499664,-1.37377060137,-0.97716086818,-0.752702321865
116,-0.94482417515,-0.682475018353,0.262292992746,0.0100710127426,-0.318741599538
117,1.69519366032,0.843446898116,0.15512725514,-0.081827991841,0.241511097706
118,1.26715729578,0.869490561547,0.382726869294,0.258471292459,-1.67436503244
119,-0.797082591261,-0.970139118975,-0.434794614728,-0.61047474098,-0.179686073963
120,1.54607131396,0.128429956652,-0.32252574676,0.644265133483,-1.06037106927
121,0.669287147896,0.619708153188,2.478072196,1.20748774573,0.240167566058
122,-0.641056432575,-3.12347656355,-2.2872309362,-3.14725122394,-0.859513087886
123,1.45908327859,1.31104903699,0.872627384063,-0.0781884273031,-0.148113080234
124,2.09009172567,-0.0917573796267,-0.520527204812,1.1037601564,-0.504148966972
125,0.743848321073,1.03285535943,0.9971437649,1.59237169562,-0.683510441989
126,0.609914361847,1.19266874867,0.649110274199,1.29665707691,-0.34897106162
127,-0.694906168759,-1.03761588332,-0.75833307969,0.948168772403,-0.522286644221
128,-0.143981944725,1.14531663334,0.741987246791,-0.111854399279,-0.257610909551
129,-0.0321401849591,1.55609623381,1.75036580636,1.17837122943,0.768175503749
130,-2.1129492216,-1.64017155088,-2.09127073029,-2.23554030718,-1.38886455723
131,0.100413011801,1.59161032031,1.86671717862,2.31573514754,1.37948240362
132,1.50879072738,2.69491460747,2.74955873127,1.86806870937,0.839382681097
133,1.27268034565,0.648119422385,-1.64729838878,0.148374465185,0.148135648165
134,-0.404946050846,-0.654063749156,-0.869581321586,-0.384821739626,-0.544454916414
135,-0.384234613853,-0.355745422585,-0.957355163815,-0.516755954128,0.664051801024
136,1.00481242719,-0.0290158268161,-1.3431518192,-1.57768901694,-0.562592593663
137,1.59992105015,1.19503635443,0.20513793269,-1.18643582911,-1.03350043631
138,0.0838438622059,0.84107929235,-0.866519443368,-0.319309577943,-0.756061150985
139,0.746609846006,-0.230262316963,0.333736817817,0.475025382467,0.297939426925
140,-1.06633127218,-1.08970321018,-0.654229220302,0.495952878561,0.407437256243
141,0.603010549516,0.442137720705,-0.751188697183,-1.32655906382,-2.18289176123
142,1.49774462765,1.26369692166,0.859359245121,2.22201636069,1.12555492214
143,0.166689610181,0.211296158477,-0.379680806816,0.257561401324,1.63072282181
144,-1.57169033483,-0.992631373756,-2.06065194812,-2.0117070881,-1.3183291457
145,-0.153647281989,-0.160417946853,-1.69935031848,0.341271385697,1.07181365621
146,-1.11327719603,-0.830450378755,-0.732817427879,0.40860332965,0.285175876268
147,0.339284918462,1.88637723823,1.8340571443,1.53686833642,1.94846805658
148,-0.616202708183,0.361639124646,-0.0857404979546,-0.658698971108,0.238152268586
149,-0.0804668712778,-0.347458802402,-0.302113225311,-1.66412867472,0.572019883131
150,-0.214400830504,1.11453775837,0.103075325446,-0.394830542106,-0.718442264839
151,0.691379347356,1.1831983256,-0.828756278688,-0.0572609312098,0.00437776182207
152,0.36966169272,0.597215898407,0.44396443364,-0.524035083204,-0.465858315002
153,0.299242806941,-0.540418672367,0.235756714863,-1.72145181619,-0.231412042414
154,0.460792015492,0.809116614503,-1.01655147602,-0.611384632115,-1.1114252719
155,-1.98453831224,-0.336804576453,0.088786560432,0.701588274956,0.872299206474
156,1.17188468561,0.6682440714,2.83427069529,1.97634575438,1.62602046104
157,-0.773609629335,-0.893191931566,-0.250061295617,-0.576808769004,-0.774870594058
158,1.70485899758,0.867122955781,0.466418207233,0.995483111396,0.357726585264
159,-0.218543117903,0.836344080817,1.32068222986,0.91723247383,-0.409429985783
160,0.723136884079,-0.959484893026,-0.826715026543,-0.645050604091,0.882375693835
161,-0.440845874969,-1.81300677183,-1.45133818287,-0.722391350523,-0.54042432147
162,0.800459582189,2.49248431444,0.711368464618,0.2912273733,0.651288250367
163,0.626483511442,-0.360480634117,0.00203334427489,-0.548602143835,-1.55277541829
164,0.469076590289,-0.404281340796,-0.597074160245,0.318524107335,0.062149622689
165,-0.0569939093515,-0.60434402806,-0.425608980076,-1.42664708862,-2.12243283707
166,0.277150607481,1.10861874396,0.341901826396,-0.778804600861,-0.117211852328
167,1.02000081432,1.50282510407,-0.497052805146,-0.0144960478887,-1.2121901455
168,-0.574779834195,-0.334436970687,-0.985932693843,-0.875253061117,-1.57897428543
169,0.0465632756172,0.762948302057,0.487851354754,0.504141898771,-0.187075498028
170,-0.123270507732,-0.329701759154,-1.1910785344,0.122897513419,0.459163224693
171,0.299242806941,-0.0455890671811,-0.32660825105,-1.42755697975,-0.973713277972
172,0.383469317382,0.558150403261,-1.32580117596,-1.16641822415,1.00598060546
173,2.32067905753,1.89348005553,1.32986786451,1.58236289314,0.844756807689
174,1.16636163575,1.18201452272,1.31353784736,1.13742612838,-0.695602226822
175,-1.53164822331,-0.174623581452,0.0642915346935,0.590581556548,0.786984946822
176,-0.0252363726278,1.28618917644,2.04328548915,1.31121533506,0.0581190277448
177,1.11803494943,0.263383485339,0.208199810907,0.637895895541,1.61191337874
178,-0.507122473349,-0.996182782406,-0.302113225311,0.840801618533,0.193143958376
179,0.383469317382,1.13466240739,1.70954076346,0.964546812824,0.178365110247
180,-0.255823704491,-1.0387996862,-1.14821223936,-1.26104690214,-0.819878904268
181,-0.75704047974,-0.117801043058,-2.35459225698,-0.635951692746,0.589485794556
182,0.145978173187,-0.849391224887,-0.695054263199,-0.393920650971,-0.139380124521
183,-2.23169479369,-1.51232083949,-3.04045297766,-0.463982268327,-0.820550670092
184,0.632006561307,0.541577162895,0.460294450799,0.319433998469,-0.0292105293796
185,1.44113336653,1.9029504786,1.54726121794,0.507781463309,0.136715629157
186,-1.88512341467,-0.445714441709,-1.48093633897,-0.297472190715,0.145448584869
187,-1.46813314986,1.44481876279,1.23086713549,1.37854727902,0.987171162384
188,0.731421458877,1.38444481575,-1.13800597864,-0.45033390131,-0.988492126101
189,1.41627964214,1.37734199845,0.947133087351,-0.817929919644,0.991201757328
190,0.429034478768,1.25659410436,1.16962957114,1.30575598826,-0.384574650294
191,-0.0252363726278,0.720331398262,0.533779528014,-0.123682984028,0.575378712251
192,-0.00728646056657,-0.427957398461,-0.606259794897,-0.943494896204,-1.00662980335
193,-0.848170802512,1.94675118528,0.942029956989,0.161112941068,-0.635143302659
194,0.506357176878,1.17017649388,-0.150039940518,1.0218699543,0.891108649547
195,-1.36595672736,-1.19861307544,-1.1614803783,-0.633222019343,-0.666716296388
196,2.4325208173,2.19061457922,1.76975770173,1.51230127579,0.0990967430109
197,0.344807968327,-0.252754571744,2.70363055801,1.89991489908,1.39694831505
198,-0.45879578703,-0.706151076017,0.514387632638,-0.200113839325,-0.580730270912
199,-1.92516552619,-1.82247719489,-2.19537458968,-0.887991537,-0.698289290118
200,-2.84199180378,-1.85088846409,-2.22497274578,-2.22462161357,-1.79192405165
201,-0.42565748784,-0.690761638535,-0.00306978608729,1.05462603514,0.0178130783028
202,-0.308292678209,0.900269436511,0.11328158617,1.4440594407,0.00303423017401
203,-0.951727987481,-1.73487578153,-1.39010061853,-1.1491302926,-0.93340732853
204,0.576776062657,-0.384156691782,-0.891014469107,0.727975117856,-0.0688447129977
205,-0.98900857407,-1.74789761325,-0.714446158575,-0.396650324375,-1.41237636107
206,-0.0556131468853,-0.654063749156,-0.260267556341,0.529618850537,0.51357625644
207,0.357234830523,0.105937701871,-1.32580117596,-1.6504803077,-0.0735470737659
208,0.638910373638,2.07696950243,2.75262060949,2.13011735611,1.47823197975
209,0.145978173187,0.0455637548267,0.623594622388,0.521429830326,-0.404727625015
210,1.13736562395,0.716779989612,0.193911045893,0.387675833556,-1.90410894426
211,0.955104978409,-0.812693335507,1.19412459688,1.36671869427,-1.51179770302
212,-0.899259013764,-1.77630888245,-0.630754820635,-0.300201864119,-0.215289662637
213,0.33652339353,0.350984898697,0.807307315427,-0.463982268327,-0.576699675968
214,-1.60897092142,-0.0633461104294,-0.878766956237,-0.0208652858301,-0.385246416118
215,-0.705952268489,0.0775264326736,0.675646552083,-0.383911848492,-0.140723656169
216,-0.432561300171,-0.414935566745,-0.0489979593469,-0.504927369379,0.150822711462
217,-0.0445670471553,-0.796120095142,0.863441749411,1.8398620842,1.20885388432
218,-0.0832283962103,-0.313128518789,-0.11329740191,-0.695094616488,-0.924674372817
219,-0.24891989216,-0.113065831525,0.971628113089,0.623337637389,0.842069744393
220,0.00375963916343,-0.316679927438,0.0877659343595,0.78347847706,0.0157977808307
221,-0.841266990181,-0.212505273715,-1.84734109898,-1.54857250064,-1.82282527955
222,-0.678337019164,-0.728643330798,-1.44725567858,-0.256527089663,-0.302619219762
223,-1.2292612432,0.327308841033,0.226571080211,-0.0163158301577,-1.29347381021
224,0.763178995601,-0.50845599452,-1.26048110733,-1.32109971702,-1.34654331031
225,0.659621810632,0.623259561838,1.50337429683,2.01092161749,0.764144908805
226,1.09594274997,1.01746592195,1.81262399678,1.78253894273,0.584783433788
227,1.06418521324,0.606686321472,0.0816421779249,0.275759224014,0.371833667569
228,1.94373090424,0.166311648915,0.92161743554,1.49592323537,0.240167566058
229,-0.34833478973,-0.60789543671,-0.677703619968,-0.887081645865,0.0379660530238
230,0.459411253026,-0.663534172221,0.63278025704,0.244822925441,1.00463707381
231,0.0838438622059,-0.909765171931,0.615429613809,0.527799068268,0.441025547444
232,1.7490433965,-0.0396700527651,0.826699210803,0.39040550696,-0.638502131779
233,-0.464318836895,0.783072951072,-0.694033637127,-0.751507866826,-0.814504777676
234,-0.842647752647,-0.91686798923,-0.909385738411,-0.635041801611,0.2804735155
235,-0.313815728074,-0.172255975686,-0.00204916001486,0.297596611242,2.82848128606
236,0.876401517833,0.461078566837,-0.469495901191,-0.443964663368,-0.745984663624
237,0.967531840606,0.951172960489,0.555212675535,-0.625942890267,0.344291268783
238,1.11941571189,1.81061385371,2.74445560091,0.677931105459,-0.846749537229
239,0.604391311982,1.58805891166,1.24311464836,0.967276486227,-0.39062054271
240,0.716233071748,3.24893435682,2.11983244458,0.331262583218,0.400719598002
241,-1.52336364851,0.152106014316,-0.865498817296,-1.27014581349,0.623745851582
242,-0.00866722303282,-0.583035576163,-0.827735652616,-0.608654958711,0.0628213885131
243,-0.562352971999,-1.18440744084,0.776688533254,1.12195797909,-0.54042432147
244,0.282673657346,0.483570821618,0.455191320437,-1.02902466285,0.285847642092
245,-0.752898192341,0.400704619792,-1.12269658755,-0.299291972984,0.79168730759
246,0.699663922153,1.31223283987,-0.353144528933,-0.767885907247,1.02143121941
247,0.527068613872,0.405439831325,0.876709888353,-0.665978100184,-1.93299487469
248,-0.246158367228,1.76799694991,2.13616246174,1.53595844528,1.07584425116
249,-1.07323508451,-0.297739081307,0.732801612139,-0.55770105518,1.20952565014
250,-0.0321401849591,-0.412567960979,0.300056157426,0.354919752715,0.141417989925
251,0.169451135113,-0.0645299133126,-0.533795343754,-1.48306033896,-1.10470761366
252,0.687237059957,1.25304269571,1.90141846508,0.187499783968,0.138730926629
253,-1.85750816534,-1.82602860354,-2.81795649387,-1.13366214331,-1.76908401363
254,0.0507055630159,0.374660956362,0.210241063052,1.9927237948,0.247556990122
255,-0.17159719405,0.0384609375274,-0.116359280128,3.00270295408,1.13831847279
256,1.02828538912,-0.579484167513,0.708306586401,0.564194713648,0.361757180208
257,0.00928268902842,-1.00091799394,-0.0888023761719,-0.69964407216,-0.903849632272
258,0.629245036374,-0.551072898316,-1.18189289975,0.530528741671,0.158212135526
259,-1.11741948343,-0.217240485248,0.137776611909,-0.603195611904,0.404750192947
260,0.101793774267,-0.203034850649,2.18719376536,1.55870572365,1.30693169462
261,1.03380843899,1.03403916231,1.21453711833,2.26205157061,0.763473142981
262,0.344807968327,-2.2735060934,-2.61179002723,-1.64229128749,-0.929376733586
263,-2.03700728595,-0.810325729741,-0.838962539412,-0.00266746314031,-0.523630175869
264,1.46322556599,0.406623634208,0.160230385502,-0.665978100184,1.25722102365
265,-0.711475318354,-0.400729932147,-0.583806021303,0.478664947005,-0.367108738869
266,0.210874009101,0.686001114648,1.39927043744,0.212976735734,1.30424463133
267,1.23539975906,0.127246153769,1.4931680361,1.09466124506,-0.0433176116844
268,-2.26207156795,-1.77157367091,-1.579937068,-2.03900382213,-2.12444813454
269,-0.868882239506,-0.251570768861,1.02368004278,0.598770576758,0.0964096797148
270,-1.52060212358,-1.30633913781,-0.841003791557,-0.580448333542,0.0191566099508
271,0.220539346365,0.239707427675,0.845070480107,0.592401338817,-1.93702546964
272,-0.497457136085,-0.605527830944,-2.3760254045,-2.61041545459,-2.24402245122
273,0.000998114230928,0.173414466214,-1.04717025819,-1.40935915706,0.461850287989
274,-0.937920362819,0.42556448034,0.832822967238,0.668832194114,1.00598060546
275,-1.68905514446,-3.24659206341,-2.19537458968,-0.751507866826,-2.24133538792
276,-0.0321401849591,-1.66858282007,-0.994097702423,0.174761308085,-0.329489852723
277,0.340665680928,0.811484220269,1.18391833616,1.40311433965,-0.487354821371
278,1.31824550703,0.414910254391,-0.32660825105,-0.496738349169,-0.59215028992
279,0.0148057388934,0.375844759245,-0.256185052051,-0.978070759315,-0.138708358697
280,-0.218543117903,0.245626442091,0.575625196984,-0.259256763067,-0.637830365955
281,0.666525622963,0.709677172313,0.403139390742,0.0546556783326,0.0964096797148
282,0.25920069542,1.81298145947,0.309241792078,0.0382776379118,-0.312695707122
283,0.493930314682,-0.227894711197,-0.146978062301,-0.434865752023,0.645914123775
284,0.696902397221,-1.14889335434,0.0673534129108,0.802586190884,-0.514897220156
285,-0.268250566688,0.708493369429,0.257189862384,-1.42664708862,-0.639173897603
286,-0.682479306563,-0.540418672367,-0.893055721252,0.53234852394,-0.39062054271
287,1.22573442179,-1.72895676712,-1.48093633897,-1.46850208081,-2.15266229915
288,-0.320719540405,1.20687438326,1.63707631232,0.526889177133,-0.786290613066
289,0.493930314682,1.04824479691,-0.198009365923,-0.681446249471,-0.270374460208
290,-1.19612294401,-0.547521489666,-0.765477462197,0.0437369847187,-0.713739904071
291,-1.31624927857,-2.80621739085,-2.02493003558,-1.84701679275,-0.353001656564
292,0.000998114230928,-0.184094004518,2.03307922842,0.452278104105,0.0943943822427
293,-0.587206696391,0.810300417386,-1.00736584136,-1.26923592235,-1.36400922174
294,-0.152266519523,-0.902662354632,-0.168411209822,0.459557233181,1.70663235992
295,0.781128907662,1.43416453684,1.5860450087,-0.293832626177,-0.674105720453
296,1.5488328389,1.32998988312,0.209220436979,0.933610514251,0.850130934281
297,-1.50265221151,-1.67686944026,-0.825694400471,-0.840677198006,-1.26122905066
298,-0.415992150576,-0.40546514368,0.0979721950839,-1.30654145887,-1.09597465795
299,-0.360761651926,-0.749951782696,-0.0520598375642,-0.160988520542,0.107157932899
300,0.232966208561,-0.477677119556,0.383747495366,-0.723301241657,-0.520943112573
301,-0.64657948244,-1.22110533022,-0.700157393561,-0.730580370733,-0.490041884667
302,0.0134249764272,0.25272925939,-0.611362925259,-0.291102952774,0.179036876071
303,1.36242990595,1.11098634972,0.984896252031,-0.36935359034,0.132013268389
304,-0.16055109432,0.42556448034,1.15227892791,0.685210234535,0.671441225088
305,1.04485453872,1.01983352772,1.41866233282,0.195688804179,0.809153219015
306,0.329619581198,0.684817311765,-0.634837324925,-0.352065658785,0.651960016191
307,0.267485270217,0.53210673983,0.137776611909,0.0464666581222,0.234121673642
308,0.0631324252122,0.578275052275,-0.809364383312,-3.452064754,-1.63943320959
309,-1.29139555418,-0.612630648243,-2.05146631347,-2.61496491026,-2.45495691997
310,0.100413011801,0.258648273806,0.558274553753,-0.0745488627651,-0.963636790611
311,0.278531369947,-0.798487700908,-1.54421515547,-0.140061024448,0.294580597805
312,-0.519549335545,1.10625113819,1.2043308576,1.15471405993,0.169632154535
313,-2.23721784356,-1.76091944497,-1.05941777106,-0.821569484182,-0.752702321865
314,-0.904782063629,-0.497801768571,-0.198009365923,-0.368443699206,-0.257610909551
315,-1.16988845715,-1.12876870533,-0.652187968157,-0.16462808508,2.55910319062
316,-0.00728646056657,-1.29686871474,-0.269453190993,1.25025262905,0.771534332869
317,0.261962220352,-1.15126096011,-0.977767685264,-1.67322758607,-1.22831252528
318,-0.23787379243,-1.47680675299,1.1267632761,0.230264667289,0.149479179813
319,0.480122690019,-0.556991912732,-1.66260777987,-1.22283147449,-0.797038866251
320,1.18983459767,0.817403234685,-1.71874221385,-1.3047216766,-1.54404246258
321,0.757655945736,1.16307367659,-0.545022230551,-0.176456669828,-0.0836235611264
322,-0.433942062638,-0.507272191637,-1.15739787401,-1.90252015196,-2.02637032423
323,-0.857836139776,-0.167520764153,-0.265370686703,0.124717295688,0.289878237037
324,0.855690080839,-1.10509264766,0.349046208903,0.857179658954,-0.0218211053153
325,0.0948899619359,-1.11456307073,-1.19924354298,-0.296562299581,-0.0889976877187
326,1.44113336653,0.290610951653,-0.99715958064,0.311244978259,-0.110494194088
327,-0.400803763448,0.121327139353,0.141859116199,0.537807870747,0.626432914878
328,-0.897878251297,-0.413751763862,0.309241792078,-2.12180391537,-2.61550895191
329,0.0258518386234,0.35927151888,-0.245978791327,-2.52033623228,-1.0724628541
330,0.00514040162968,0.579458855158,1.59216876513,1.87443794731,0.489392686775
331,0.30338509434,-0.941727849778,-0.577682264869,-1.36386460034,0.0278895656633
332,0.745229083539,0.556966600377,-1.73303097887,-1.44302512904,-1.85842886823
333,0.0576093753472,0.17933348063,2.67913553227,1.08465244258,-0.441674745337
334,-0.166074144185,-0.152131326671,-0.460310266539,-0.442144881099,-1.07918051235
335,0.470457352756,-0.729827133682,-1.43602879179,-1.199174305,1.15309732092
336,0.788032719993,1.00444409023,0.0581677782589,2.12374811816,0.368474838449
337,0.0976514868684,0.397153211143,-0.162287453387,0.24664270771,0.340260673839
338,0.427653716302,0.230237004609,0.821596080441,2.02820954904,0.391314876466
339,2.15360679911,1.7052553971,0.787915420051,0.916322582696,0.31204650923
340,-0.341430977399,-0.955933484377,-0.691992384982,-0.380272283954,-0.690228100229
341,-0.784655729065,-1.61294408456,-1.46358569574,-0.110944508145,-0.588119694976
342,0.100413011801,1.02220113348,1.45948737571,0.699768492687,0.623745851582
343,-0.932397312954,-0.327334153387,-0.168411209822,1.00731169614,0.172319217831
344,-0.264108279289,2.3681850117,2.37294771054,-0.104575270203,0.572019883131
345,0.469076590289,0.0988348845716,0.262292992746,0.323073563007,-0.449735935225
346,0.968912603072,1.07310465746,2.01266670697,1.1801910117,0.142761521573
347,0.651337235834,-0.0515080815972,0.295973653136,0.67611132319,0.636509402238
